id,id_sessao,proposicao_id,data,resumo,obj_votacao
1436,736,43733,2003-02-25 18:54:00,"Aprovado o Requerimento de Srs. Líderes solicitando, nos termos do art. 155 do RICD, urgência para apreciação desta Mensagem.",REQUERIMENTO DE URGÊNCIA
1718,737,102704,2003-02-26 19:14:00,"Verificação de votação solicitada pelo Dep. José Carlos Aleluia, Líder do PFL.
Sim: 221;   Não: 188;   Abst.: 1;   Total: 410.
Aprovado o Requerimento.",REQUERIMENTO DE ADIAMENTO DA VOTAÇÃO
1382,740,102569,2003-03-12 17:16:00,,REQUERIMENTO DE RETIRADA DE PAUTA
1383,742,102569,2003-03-18 19:30:00,"Verificação de votação solicitada pelo Dep. Roberto Jefferson, Líder do PTB.
Sim:  337 ; Não: 86  Abst.: 1 Total: 424
Mantido o dispositivo.",DVS - PTB §2º ART. 4º
653,743,18480,2003-03-19 18:37:00,"Verificação de votação solicitada pelo Dep. Antonio Carlos Pannuzio, na qualidade de líder do PSDB.
Sim: 105; Não: 328; Abst.: 4; Total 437.
Rejeitado o Requerimento.",REQUERIMENTO DE RETIRADA DE PAUTA
79,746,104934,2003-03-26 19:16:00,"Verificação de votação formulada pelo Sr. Dep. Custódio de Mattos, na qualidade de líder do PSDB, em razão do resultado proclamado pela Mesa.
Sim: 111; Não: 269; Abst.: 1; Total: 381 
Rejeitado o Requerimento",REQUERIMENTO DE RETIRADA DE PAUTA
1519,749,105445,2003-04-01 19:04:00,,PROJETO DE LEI DE CONVERSÃO
1535,751,14312,2003-04-02 18:56:00,"Rejeitadas em globo as Emendas de nºs. 1, 2, 3, 4 e 5, apresentadas na Comissão Especial, com parecer pela rejeição, ressalvado o destaque.
Sim: 2; Não: 424; Abst.: 1; Total: 427.",EMENDAS DE 1 A 5 COM PARECER PELA REJEIÇÃO
1536,751,14312,2003-04-02 19:18:00,"Aprovada a Proposta de Emenda à Constituição nº 53, de 2003, em 1º turno.
Sim: 442; Não: 13; Abst.: 17; Total: 472 .",PRIMEIRO TURNO - SENADO FEDERAL
843,754,105506,2003-04-08 18:02:00,"Verificação de votação solicitada pelo Dep. Ronaldo Caiado, na qualidade de Líder do PFL.
Sim: 104; Não: 293; Abst.: 0; Total: 397.
REJEITADO O REQUERIMENTO.",REQUERIMENTO DE RETIRADA DE PAUTA
825,759,105503,2003-04-15 19:10:00,"Verificação de votação solicitada pelo Dep. Antonio Carlos Pannunzio, na qualidade de Líder do PSDB.
Sim: 198; Não: 184; Abst.: 0; Total: 382  
Aprovado o Requerimento de DVS, em conseqüência fica prejudicado o inciso X do § 1º do art. 1º do PLV 7/03.",DVS PT - ART. 6º  PARA SUBSTITUIR ART. 6º DO PLV
805,762,105490,2003-04-22 19:45:00,"Verificação de votação solicitada pelo Dep. Antonio Carlos Magalhães Neto, na qualidade de Líder do PFL.
Sim: 185; Não: 229; Abst.: 1; Total: 415.
Suprimido o dispositivo.",DVS PT - SUPRESSÃO DO ART. 3º DO PLC
80,763,104934,2003-04-23 17:14:00,"Verificação de votação solicitada pelo Dep. José Carlos Aleluia, Líder do PFL.
Sim: 344; Não: 3; Abst.: 3; Total: 350.
Aprovado o Parecer do Relator.",PARECER DE ADMISSIBILIDADE
207,764,105504,2003-04-23 21:48:00,"Verificação de votação
Sim: 328; Não: 71; Abst.: 1; Total: 400.
Aprovada a Medida Provisória nº 104, de 2003.",MEDIDA PROVISÓRIA
589,766,105507,2003-04-29 18:06:00,,REQUERIMENTO DE RETIRADA DE PAUTA
590,767,105507,2003-04-29 22:07:00,"Verificação de votação solicitada pelo Dep. Rodrigo Maia, na qualidade de Líder do PFL.
Sim: 366; Não: 68; Abst.: 2; Total: 436.
Aprovado o Projeto de Lei de Conversão, ressalvados os destaques.",PROJETO DE LEI DE CONVERSÃO
591,768,105507,2003-04-30 12:05:00,Adiada a continuação da votação por falta de quorum (Obstrução),REQUERIMENTO DE RETIRADA DE PAUTA
592,769,105507,2003-05-06 17:15:00,"Verificação de votação solicitada pelo Dep. Rodrigo Maia, na qualidade de Líder do PFL.
Sim: 302; Não: 80; Abst.: 02; Total: 384.
Mantida a expressão.","DVS Nº 1 PFL - EXPRESSÃO ""EM ATÉ 180 PRESTAÇÕES MENSAIS..."""
593,769,105507,2003-05-06 20:00:00,"Verificação de votação solicitada pelo Dep. Rodrigo Maia, na qualidade de Líder do PFL.
Sim: 241; Não: 209 ; Abst.: 7 ; Total: 457. 
Mantido o dispositivo.",DVS Nº 8 PFL  - SUPRESSÃO DO ART. Nº 22 DO PLV
594,770,105507,2003-05-06 21:15:00,"Verificação de votação solicitada pelo Dep. Rodrigo Maia, na qualidade de Líder do PFL.
Sim: 250; Não: 32; Abst.: 4; Total: 286.
Mantido o dispositivo.",DVS Nº 9 PFL  - ARTIGO 2º DA LEI Nº 10.034/2000  ( ART. 24 DO PLV)
1537,776,14312,2003-05-15 12:57:00,"Aprovada a Proposta de Emenda Constitucional nº 53-C, de 1999, em 2º turno. 
Sim: 368; Não: 13; Abst.: 4; Total: 385.",SEGUNDO TURNO
1709,778,111346,2003-05-20 17:38:00,"Verificação de votação solicitada pelo Dep. Professor Luizinho, na qualidade de Líder do Governo. 
Sim: 409; Não: 1; Abst.: 1; Total: 411
Aprovado o Requerimento.",REQUERIMENTO DE RETIRADA DE PAUTA
901,782,112201,2003-05-22 13:21:00,"Encerrada a sessão, em face da não conclusão da  verificação da votação do requerimento por  falta de ""quorum"".",REQUERIMENTO DE RETIRADA DE PAUTA
595,784,105507,2003-05-27 18:54:00,"Verificação de votação solicitada pelo Dep. Pedro Henry, Líder do PPB.
Sim: 333; Não: 34; Abst.: 0; Total:367.
Aprovada a Emenda nº 11 do Senado Federal.",DVS EMENDA Nº 11
902,787,112201,2003-05-28 18:15:00,"Rejeitada a Emenda nº 2.
Sim: 156; Não: 278; Abst.: 5; Total: 439.",DVS - EMENDA Nº 2
438,788,112202,2003-05-28 20:48:00,"Encerrada a sessão, em face da não conclusão da votação da Emenda nº 2 por falta de ""quorum"" (obstrução).",DVS PFL EMENDA Nº 2
439,789,112202,2003-05-29 17:11:00,"Verificação de votação solicitada pela Sra. Dep. Kátia Abreu na qualidade de Líder do PFL.
Sim: 68; Não: 192; Abst. 7; Total: 267.
Rejeitada a Emenda nº 2.",DVS EMENDA Nº 2
2420,790,112203,2003-06-03 19:11:00,"Verificação de votação solicitada pelo Sr. Dep. Jutahy Junior (PSDB).
Sim: 48; Não: 335; Abst.; 4; Total: 387
Rejeitado o Requerimento de Preferência.",REQUERIMENTO DE PREFERÊNCIA PARA MEDIDA PROVISÓRIA
781,791,116719,2003-06-04 17:29:00,"Verificação de votação solicitada pelo Sr. Dep. José Carlos Alelulia, Líder do PFL.
Sim: 304; Não: 93 ; Abst. 1; Total: 398.
Aprovada a Mensagem nº 199, de 2003.",PODER EXECUTIVO
2330,791,115155,2003-06-04 18:56:00,"Aprovado o Projeto de Lei Complementar nº 41, de 2003. 
Sim: 379; Não: 2; Abst. 1; Total: 382",PROJETO
1927,794,116897,2003-06-10 20:13:00,"Verificação de votação solicitada pelo Sr. Dep. José Carlos Aleluia, Líder do PFL.
Sim: 117  ; Não: 238 ; Abst.: 7  Total: 362
Rejeitado o Recurso.",RECURSO  CONTRA O PARECER DA COMISSÃO DE JUSTIÇA
291,794,116898,2003-06-10 21:21:00,Adiada a discussão por falta de quorum (Obstrução). DCD 11 06 03 PÁG 26715 COL 01.,REQUERIMENTO DE RETIRADA DE PAUTA
